ID,名前,ルビ,ボード,登場作品,性別,属性,ポジション,カテゴリ,年代区分,学年,チーム,説明文,キック,コントロール,テクニック,プレッシャー,フィジカル,アジリティ,インテリジェンス,ビルド,合計値,シュートAT,フォーカスAT,フォーカスDF,城壁DF,スクランブルAT,スクランブルDF,KP
874,鉄野 洋平,てつの ようへい,1,イナズマイレブン,男,林,FW,選手,中学生,一年生,無所属,鉄棒が得意。 連続逆上がりで１０００回　回れる。,154,145,133,107,105,105,116,ラフ,865,299,355,301.5,212,221,223,949
875,今川 義基,いまがわ よしき,1,イナズマイレブン,男,火,MF,選手,中学生,二年生,無所属,育ちのいいお坊ちゃんで 頭脳プレイが得意だが　奇襲に弱い。,126,145,147,107,105,105,130,きずな,865,271,355,329.5,212,235,237,949
876,鉄山 啓作,てつやま けいさく,1,イナズマイレブン,男,風,DF,選手,中学生,二年生,無所属,くず鉄を集めて　オブジェを作るが 誰にも良さが分からない。,106,110,107,133,138,113,154,きずな,861,216,270,317.5,271,292,287,1132
877,真野 有起哉,まの ゆきや,1,イナズマイレブン,男,火,FW,選手,中学生,三年生,無所属,頼まれごとがあると 何でもお金を要求する　がめついヤツ。,154,145,133,107,105,105,116,カウンター,865,299,355,301.5,212,221,223,949
878,鯉真 精児,こいま せいじ,1,イナズマイレブン,男,山,GK,選手,中学生,二年生,無所属,中学生なのに 鯉を育てるのが好きという変わり者。,110,120,113,123,133,141,120,きずな,860,230,288,303.5,256,253,243,1209
879,榎戸 敦,えのきど あつし,1,イナズマイレブン,男,山,DF,選手,中学生,一年生,無所属,体は大きいけれど　穏やかな性格で マイペース。,110,116,117,127,133,113,145,ラフ,861,226,288,318.5,260,278,272,1105
880,青森 潤,あおもり じゅん,1,イナズマイレブン,男,風,FW,選手,中学生,二年生,無所属,りんごのように　いつもほっぺが真っ赤。 もちろん　りんごも大好き！,154,145,133,107,105,105,116,きずな,865,299,355,301.5,212,221,223,949
881,川野 めだか,かわの めだか,1,イナズマイレブン,男,風,FW,選手,中学生,一年生,無所属,かわいい名前と　容姿を持ち 放っておけない　愛嬌がある。,154,145,133,107,105,105,116,ひっさつ,865,299,355,301.5,212,221,223,949
882,広瀬 芳正,ひろせ よしまさ,1,イナズマイレブン,男,林,MF,選手,中学生,二年生,無所属,ピザが大好物で 近所のピザ屋に　恐れられている。,126,145,147,107,105,105,130,カウンター,865,271,355,329.5,212,235,237,949
883,定岡 堅,さだおか けん,1,イナズマイレブン,男,林,DF,選手,中学生,三年生,無所属,外国の人を英語で助けて以来 通訳になりたいらしい。,106,110,107,133,138,113,154,テンション,861,216,270,317.5,271,292,287,1132
884,大道 聡一,おおみち そういち,1,イナズマイレブン,男,林,GK,選手,中学生,一年生,無所属,大道芸に憧れていて　学校内でも歩きながら ジャグリングをやっている。,110,120,113,127,133,137,120,ラフ,860,230,288,301.5,260,253,247,1201
885,野家 広貼,のいえ ひろはる,1,イナズマイレブン,男,火,MF,選手,中学生,一年生,無所属,何度もポスター展に入選している ポスター作りの名手。,126,145,147,107,105,105,130,カウンター,865,271,355,329.5,212,235,237,949
886,大岡 善,おおおか ぜん,1,イナズマイレブン,男,林,MF,選手,中学生,三年生,無所属,物事を公平に判断できるので みんなから　よく相談される。,130,141,137,113,114,105,126,ラフ,866,271,343,315.5,227,240,239,988
887,振端 敦,ふるはた あつし,1,イナズマイレブン,男,山,MF,選手,中学生,一年生,無所属,バーのマスターに憧れていて 練習でジュースをシェイクしている。,130,141,137,113,114,105,126,カウンター,866,271,343,315.5,227,240,239,988
888,岩淵 晃司,いわぶち こうじ,1,イナズマイレブン,男,風,GK,選手,中学生,一年生,無所属,鳥のように飛ぶことに憧れ ハンググライダーをやっている。,110,120,113,127,133,137,120,きずな,860,230,288,301.5,260,253,247,1201
889,大江戸 結,おおえど ゆう,1,イナズマイレブン,男,山,GK,選手,中学生,一年生,無所属,江戸時代に憧れていて ちょんまげのような髪型にしている。,110,120,113,127,133,137,120,ひっさつ,860,230,288,301.5,260,253,247,1201
890,荒川 浩正,あらかわ ひろまさ,1,イナズマイレブン,男,林,FW,選手,中学生,二年生,無所属,バランスのいい体作りを目指して いつもプールで泳いでいる。,154,145,133,107,105,105,116,きずな,865,299,355,301.5,212,221,223,949
891,牛原 蒼甫,うしはら そうすけ,1,イナズマイレブン,男,林,GK,選手,中学生,二年生,無所属,とにかく肉を食べないとパワーが出ない と言って　肉ばかり食べている。,110,120,113,127,133,137,120,きずな,860,230,288,301.5,260,253,247,1201
892,梵天 哲士,ぼんてん てつし,1,イナズマイレブン,男,林,MF,選手,中学生,三年生,無所属,常日頃から　「万物の根源とは？」などと 難しいことばかり考えて生活している。,135,145,142,117,119,109,130,ひっさつ,897,280,354.5,326.5,236,249,247,1027
893,比嘉 大樹,ひが ひろき,1,イナズマイレブン,男,火,GK,選手,中学生,二年生,無所属,ハンバーガーが好物。下校時は いつもファーストフード店に立ち寄る。,110,120,113,127,133,137,120,ひっさつ,860,230,288,301.5,260,253,247,1201
894,オフ 斎藤,おふ さいとう,1,イナズマイレブン,男,山,FW,選手,中学生,二年生,無所属,前へ前へと出すぎて怒られる せっかちなヤツ。,154,145,133,107,105,105,116,テンション,865,299,355,301.5,212,221,223,949
895,安川 慎之介,やすかわ しんのすけ,1,イナズマイレブン,男,火,GK,選手,中学生,二年生,無所属,自分でＴシャツをデザインして 路上で売っている。人気ブランドらしいぞ。,110,120,113,123,133,141,120,ラフ,860,230,288,303.5,256,253,243,1209
896,新村 海洋,にいむら うみひろ,1,イナズマイレブン,男,風,MF,選手,中学生,一年生,無所属,海賊に憧れていて いつか　宝を探しに行きたいと思っている。,126,145,147,107,105,105,130,きずな,865,271,355,329.5,212,235,237,949
897,堀口 将志,ほりぐち まさし,1,イナズマイレブン,男,林,FW,選手,中学生,三年生,無所属,何かいつも食べていないと 集中力がなくなってしまう。,145,141,127,113,109,105,126,ラフ,866,286,340.5,305.5,222,235,239,973
898,英嶋 新士,ひでじま しんし,1,イナズマイレブン,男,風,DF,選手,中学生,二年生,無所属,日本人なのだが　何かというと 「英国紳士たるもの」と言う。,106,110,107,133,138,113,154,ラフ,861,216,270,317.5,271,292,287,1132
899,漁火 三省,いさりび さんせい,1,イナズマイレブン,男,風,GK,選手,中学生,三年生,無所属,刺身が大好き。 おいしい刺身のために自分で市場まで行く。,110,120,113,127,133,137,120,カウンター,860,230,288,301.5,260,253,247,1201
900,錬山 術,ねりやま やすし,1,イナズマイレブン,男,火,DF,選手,中学生,二年生,無所属,錬金術で　金を生み出して 大金持ちになるのが夢らしい。,106,110,107,133,138,113,154,せいぎ,861,216,270,317.5,271,292,287,1132
901,天川 光博,あまかわ みつひろ,1,イナズマイレブン,男,林,FW,選手,中学生,一年生,無所属,いつでも星を見たいために　わざわざ 家に小型プラネタリウムを作っている。,145,141,127,113,109,105,126,ラフ,866,286,340.5,305.5,222,235,239,973
902,桜井 広司,さくらい こうじ,1,イナズマイレブン,男,火,MF,選手,中学生,三年生,無所属,パズルにすごく強く 常に　ゲームセンター全国ランクのトップ。,130,141,137,113,114,105,126,せいぎ,866,271,343,315.5,227,240,239,988
903,岡山 太朗,おかやま たろう,1,イナズマイレブン,男,林,DF,選手,中学生,二年生,無所属,手下にしたい人間がいると 「桃をあげるから仲間になって」と言う。,110,116,117,127,133,113,145,きずな,861,226,288,318.5,260,278,272,1105
904,三村 貴嶺,みむら たかね,1,イナズマイレブン,男,林,DF,選手,中学生,二年生,無所属,枕にうるさくて　安眠するために さまざまな枕を試している。,110,116,117,127,133,113,145,ラフ,861,226,288,318.5,260,278,272,1105
905,小西 努,こにし つとむ,1,イナズマイレブン,男,林,FW,選手,中学生,一年生,無所属,中学に入ったころに　事故で大ケガを 負ったが　リハビリで乗り越えてきた。,154,145,133,107,105,105,116,ラフ,865,299,355,301.5,212,221,223,949
906,永井 照生,ながい てるお,1,イナズマイレブン,男,風,DF,選手,中学生,二年生,無所属,ＤＪをやっている兄に憧れ特訓中。 目指すはカリスマ。,110,116,117,127,133,113,145,カウンター,861,226,288,318.5,260,278,272,1105
907,永田 修,ながた おさむ,1,イナズマイレブン,男,風,MF,選手,中学生,三年生,無所属,壊れた家電製品を探して 修理して使うのが趣味。,126,145,147,107,105,105,130,きずな,865,271,355,329.5,212,235,237,949
908,亀井 慢太郎,かめい まんたろう,1,イナズマイレブン,男,林,DF,選手,中学生,二年生,無所属,ヒーリングに凝っていて 怪しいグッズを　たくさん持っている。,106,110,107,133,138,113,154,ラフ,861,216,270,317.5,271,292,287,1132
909,羽縞 勇太,うじま ゆうた,1,イナズマイレブン,男,風,MF,選手,中学生,二年生,無所属,バスケ一筋の選手。 最近は背が伸びなくて悩んでいる。,126,145,147,107,105,105,130,きずな,865,271,355,329.5,212,235,237,949
910,計良 電,けいら でん,1,イナズマイレブン,男,山,GK,選手,中学生,一年生,無所属,プログラムの天才で 自分で　いろいろな便利ソフトを作っている。,110,120,113,127,133,137,120,ラフ,860,230,288,301.5,260,253,247,1201
911,小泉 涼,こいずみ りょう,1,イナズマイレブン,男,林,FW,選手,中学生,二年生,無所属,暑さに弱くて　夏はクーラーがないと まったくだめ。スポーツできるの！？,154,145,133,107,105,105,116,カウンター,865,299,355,301.5,212,221,223,949
912,発田 三郎,ほった さぶろう,1,イナズマイレブン,男,林,GK,選手,中学生,二年生,無所属,磁気グッズに凝っているのはいいのだが 全身グッズだらけ。,110,120,113,127,133,137,120,きずな,860,230,288,301.5,260,253,247,1201
913,永島 寿明,ながしま としあき,1,イナズマイレブン,男,風,GK,選手,中学生,三年生,無所属,建築家となって 巨大なスタジアムを設計するのが夢。,110,120,113,123,133,141,120,きずな,860,230,288,303.5,256,253,243,1209
914,酒田 達士,さかた たつひと,1,イナズマイレブン,男,林,DF,選手,中学生,一年生,無所属,酒屋の息子だが　店の匂いだけで 酔っぱらってしまう。,106,110,107,133,138,113,154,せいぎ,861,216,270,317.5,271,292,287,1132
915,吉永 陽介,よしなが ようすけ,1,イナズマイレブン,男,火,GK,選手,中学生,三年生,無所属,リーダーとして 他人を管理させたら　誰にも負けない。,110,120,113,123,133,141,120,きずな,860,230,288,303.5,256,253,243,1209
916,総細 建,そうざい けん,1,イナズマイレブン,男,風,GK,選手,中学生,三年生,無所属,家族全員の弁当を作っている。 好きなおかずを入れられるぞ。,110,120,113,123,133,141,120,テンション,860,230,288,303.5,256,253,243,1209
917,小川 孝太郎,おがわ こうたろう,1,イナズマイレブン,男,風,FW,選手,中学生,一年生,無所属,自分の部屋をしょっちゅう リフォームしていて　だんだん変な部屋に。,145,141,127,113,109,105,126,せいぎ,866,286,340.5,305.5,222,235,239,973
918,縄代 亮,なわしろ りょう,1,イナズマイレブン,男,風,FW,選手,中学生,二年生,無所属,ロープの結びかたを１００種類 使い分けることができるらしい。,154,145,133,107,105,105,116,テンション,865,299,355,301.5,212,221,223,949
919,三木 俊介,みき しゅんすけ,1,イナズマイレブン,男,山,FW,選手,中学生,二年生,無所属,おじいさんに影響を受けて マッチ箱をコレクションしている。,154,145,133,107,105,105,116,せいぎ,865,299,355,301.5,212,221,223,949
920,玉田 康文,たまだ やすふみ,1,イナズマイレブン,男,林,MF,選手,中学生,一年生,無所属,フルートの名手で 地元のオーケストラにも参加している。,126,145,147,107,105,105,130,きずな,865,271,355,329.5,212,235,237,949
921,吉岡 瞬,よしおか しゅん,1,イナズマイレブン,男,林,MF,選手,中学生,一年生,無所属,干物が大好きで 自分で日干しして　作っているらしい。,126,145,147,107,105,105,130,ラフ,865,271,355,329.5,212,235,237,949
922,浜崎 克哉,はまさき かつや,1,イナズマイレブン,男,火,DF,選手,中学生,二年生,無所属,１００円ショップでの買い物が趣味。 つい　買いすぎてしまう。,106,110,107,133,138,113,154,カウンター,861,216,270,317.5,271,292,287,1132
